lake_id,Lake,Canton,Elevation,Area,is_lake_link,link,latlng,with_geojson,description,lake_type,max_length,max_width,max_depth,water_volume,Region,Date,Altitude,pH,Conductivity,Temperature,O2
135,Lac des Toules,Valais,1810,59.92,TRUE,https://en.wikipedia.org///wiki/Lac_des_Toules,"[45.9210332, 7.198858299999999]",TRUE,"Lac des Toules is a reservoir in Valais, Switzerland, at Bourg-Saint-Pierre. Its surface area is 0.61 km2 (0.24 sq mi). It has a €2.2 million floating solar plant that was flown in by helicopter in 2019, and delivers 800 MWh/year.The dam Les Toules was completed in 1963.",reservoir,2.0 km (1.2 mi),,75 m (246 ft),"20.15 million cubic metres (16,340 acre⋅ft)",,,,,,,
136,Lej da Staz,Graubünden,1809,4.19,TRUE,https://en.wikipedia.org///wiki/Lej_da_Staz,"[46.49621639999999, 9.8690228]",TRUE,"Lej da Staz (Lake of Staz, German: Stazersee) is a lake in the Engadin valley, Grisons, Switzerland. Close to Lake St. Moritz, it is surrounded by the forest of Staz (""Stazerwald"").",,,,4.7 m (15 ft),,,,,,,,
137,Lago di Livigno,Graubünden,1805,461.47,TRUE,https://en.wikipedia.org///wiki/Lago_di_Livigno,"[46.59183640000001, 10.1735908]",TRUE,"Lago di Livigno or Lago del Gallo is a reservoir in the Livigno valley. The reservoir is mostly in Italy whereas the Punt dal Gall arch dam is crossed by the border with Switzerland (Zernez, Grisons).The reservoir's surface area is 4.71 km².The reservoir has a capacity of 164 million m³. Its minimum and maximum water levels above sea level are at 1,700 metres and 1,805 metres respectively. Since its construction, this reservoir had been off-limits for any activity, such as wind-surfing or rowing, until the summer of 2005, when Italy's National Rowing team was authorized to train on the lake.",,,,119 m (390 ft),164.6×10^6 m3 (5.81×10^9 cu ft),,,,,,,
138,Lake Sils,Graubünden,1797,410.09,TRUE,https://en.wikipedia.org///wiki/Lake_Sils,"[46.4223259, 9.737634199999999]",FALSE,"Lake Sils (German Silsersee, Romansh: Lej da Segl) is a lake in the Upper Engadine valley, Grisons, Switzerland. It takes its name from the village of Sils im Engadin. The lake lies at an altitude of 1,797 metres above sea level, between Maloja Pass and Lake Silvaplana. Several mountains over 3,000 metres overlook the lake, notably Piz Corvatsch, Piz Grevasalvas and Piz da la Margna. The lake's drainage basin culminates at Piz Fora (3,336 m) and comprises the Vadrec da Fedoz glacier.With a surface area of 4.1 km², Lake Sils is the largest lake of the Engadine. It is also the largest natural lake in the Alps lying above 1,000 metres. The lake was formed by a prehistoric landslide dam, similarly to Lake Silvaplana.The wooded Chastè peninsula extends into the lake at its north-eastern end. At the end of the peninsula there is a plaque to Friedrich Nietzsche with a passage from Thus Spoke Zarathustra. Near the peninsula is located the wooded island of Chaviolas, the largest in Lake Sils. Annually, in winter, the cross-country Engadin Skimarathon crosses the lake, starting at its edge in the Maloja Palace.Boat connections run from end of June to end of September, making Lake Sils one of the highest lake in Europe with public transport boat route.The largest villages on Lake Sils are Sils im Engadin and Maloja (part of Bregaglia), located respectively at the eastern and western ends of the lake. Other hamlets are Cadlägh, Isola and Plaun da Lej.",,5 km (3.1 mi),,71 m (233 ft),"137 million cubic metres (111,000 acre⋅ft)",,,,,,,
139,Göscheneralpsee,Uri,1792,130.46,TRUE,https://en.wikipedia.org///wiki/G%C3%B6scheneralpsee,"[46.6452161, 8.4847699]",TRUE,"Göscheneralpsee is a reservoir in the municipality of Göschenen, Canton of Uri, Switzerland. The volume of the reservoir is 76 million cubic metres (62,000 acre⋅ft) and its surface area 1.32 km2 (0.51 sq mi).",reservoir,2.73 kilometres (1.70 mi),0.83 kilometres (0.52 mi),106 m (348 ft),"76 million cubic metres (62,000 acre⋅ft)",,,,,,,
140,Lake Silvaplana,Graubünden,1790,317.99,TRUE,https://en.wikipedia.org///wiki/Lake_Silvaplana,"[46.4503955, 9.793263]",FALSE,"Lake Silvaplana (German: Silvaplanersee; Romansh: Lej da Silvaplauna) is a lake in the Upper-Engadine valley of Grisons, Switzerland. It takes its name from the village of Silvaplana. The lake is also connected to the nearby Lej da Champfèr. Together with its larger neighbour, Lake Sils, it is among the largest lakes of the Grisons. Lake Silvaplana is overlooked by several mountains over 3,000 metres, notably Piz Corvatsch, Piz Julier and Piz Surlej. The lake's drainage basin culminates at Piz Corvatsch (3,451 m) and comprises several glaciers, the largest being the Vadret dal Tremoggia.A campsite is located on the Northern end of the lake. The lake is also used heavily for sports, such as kitesurfing and windsurfing in the summertime. In the winter, once the lake freezes, it is used for cross country skiing, walking trails, and kitesurfing on snow, with  the famous Engadin Skimarathon crossing the lake annually. The rare occasion of black ice also brings ice skaters to the lake.In Ecce Homo, Friedrich Nietzsche recounts the moment he first conceived his idea of the Eternal Recurrence while walking through the woods beside Lake Silvaplana in August 1881.",,3.1 km (1.9 mi),1.4 km (0.87 mi),77 m (253 ft),"0.14 km3 (110,000 acre⋅ft)",,,,,,,
141,Lac de Bretaye,Vaud,1780,4.47,FALSE,,"[46.3263317, 7.072225500000001]",TRUE,,,,,,,,,,,,,
142,Lac de Tseuzier,Valais,1777,82.96,TRUE,https://en.wikipedia.org///wiki/Lac_de_Tseuzier,"[46.3508905, 7.4301043]",TRUE,"Lac de Tseuzier is an artificial lake in the canton of Valais, Switzerland. It is located in the municipalities of Ayent and Icogne. The reservoir has a volume of 51 mio m³ and a surface area of 0.85 km2 (0.33 sq mi). It was formed by the dams of Zeuzier (156 m) and Proz-Riond (20 m) built in 1957.",reservoir,,,140 m (460 ft),"51 million cubic metres (41,000 acre⋅ft)",,,,,,,
143,Lake St. Moritz,Graubünden,1768,74.92,TRUE,https://en.wikipedia.org///wiki/Lake_St._Moritz,"[46.4942164, 9.8449469]",FALSE,"Lake St. Moritz (German: St. Moritzersee, Romansh: Lej da San Murezzan) is a lake at St. Moritz, Switzerland. With a surface of 0.78 km², it is smaller than the main lakes of the Upper Engadin valley (Lake Sils, Lake Silvaplana).Every January or early February, Polo matches are held on the lake. Compared to polo played in the summer, a slightly larger and lighter red ball is used that is easily visible in the snow.For three weekends every February, horse races are held on the frozen lake. These races called ""White Turf"" have been held since 1907 and brings the wealthy tourists to the lake for champagne and betting. This is also the location, where sports enthusiasts invented the sport of skijoring. In this type of race, thoroughbred horses compete without riders on their backs, but instead skiers in tow. While the sport is also played in other alpine countries, it still is mainly found in the region in which it as originated. The sport has evolved since the first race in 1906; the race as held on the road from St. Moritz to Champfer and as won by the President of Alpina Ski Club Philip Mark and his horse Blitz (German for lightning). Today, the race is run similar to other horse races, with all horses starting at the same time and running around the track. Steering is very difficult complicating the race significantly requiring great strength and skill on behalf of the athletes. The skier with the most points after the three races on consecutive Sundays is crowned the ""King of the Engadin Valley"". In addition to skijoring, traditional flat and trotting races over different distances are held. Until recently visitor parking was also located on the lake, but this practice has since been prohibited.The first cricket tournament on the frozen lake took place in 1990. English cricketer David Gower parked his rental car on the ice in January 1990; overnight it broke through the ice and sank.A view of Lake St. Moritz in winter 2013, SwitzerlandFrozen Lake St. Moritz and St. Moritz town in winterA view of St. Moritz  from frozen Lake St. Moritz",meromictic,1.6 km (0.99 mi),0.6 km (0.37 mi),44 m (144 ft),"20 million cubic metres (16,000 acre⋅ft)",,,,,,,
144,Räterichsbodensee,Bern,1767,65.77,TRUE,https://en.wikipedia.org///wiki/R%C3%A4terichsbodensee,"[46.5850629, 8.3282547]",TRUE,"Räterichsbodensee is a lake in Guttannen, Oberhasli, Switzerland. The reservoir has a volume of 25 mio m³, a surface area is 0.67 km2 (0.26 sq mi) and is operated by Kraftwerke Oberhasli. It is connected to the river Aare.",reservoir,,,77 m (253 ft),"25 million cubic metres (20,000 acre⋅ft)",,,,,,,
145,Trüebsee,Nidwalden,1764,27.11,TRUE,https://en.wikipedia.org///wiki/Tr%C3%BCebsee,"[46.7944762, 8.38993]",TRUE,"Trübsee (1,788 m (5,866 ft)) is an intermediate cable car station by the Titlis Bergbahnen, Trüebsee (lit.: dull lake, Germanized: Trübsee) is an Alpine lake (1,764 m (5,787 ft)) on the Ober Trüebsee Alpine pasture (or often just incorrectly shortened to Trüebsee) in the upper part of the extensive municipality of  Wolfenschiessen in the Swiss canton of Nidwalden. The lake lies at the foot of the Titlis above the village resort of Engelberg. It can be reached from the village by cable car, or via several alpine walking paths, e.g. the Pfaffenwand.The lake is a hydroelectric reservoir, providing water to the underground power station Trübsee (opened in 1968) near Engelberg, before flowing into the lake Eugenisee.",Alpine,,,10 m (33 ft),,,,,,,,
146,Lago di Chironico,Ticino,1763,15.38,TRUE,https://en.wikipedia.org///wiki/Lago_di_Chironico,"[46.396389, 8.799722]",FALSE,"Lago di Chironico (or simply Laghetto) is an Alpine lake located above Chironico, in the Swiss canton Ticino. The lake lies at a height of 1,763 metres. Its surface area is 15 ha (37 acres). ",,,,,,,,,,,,
147,Obersee,Graubünden,1734,7.98,TRUE,https://en.wikipedia.org///wiki/Obersee_(Arosa),"[46.784462, 9.681821]",TRUE,"Obersee (""upper lake"") or Oberer Arosasee is the lake in the center of Arosa, a resort in the Grisons, Switzerland. The lake has a surface area of 7.1 ha (18 acres) at an elevation of 1734 m. Arosa's lower lake (Untersee) is at 1691 m.The railway station and cable car by the OberseeObersee (November 2002)","oligotrophic, dimictic","390 m (1,280 ft)",250 m (820 ft),13 m (43 ft),0.5 million cubic metres (410 acre⋅ft),,,,,,,
148,Lago di Tomeo,Ticino,1692,6.04,FALSE,,"[46.36289379999999, 8.689722399999999]",FALSE,,,,,,,,,,,,,
149,Lac des Chavonnes,Vaud,1692,4.9,TRUE,https://en.wikipedia.org///wiki/Lac_des_Chavonnes,"[46.33334350000001, 7.0854186]",TRUE,"Lac des Chavonnes is a lake in the municipality of Ormont-Dessous, above Villars-sur-Ollon, Vaud, Switzerland. Its surface area is 5 ha (12 acres).",,,,30 m (98 ft),,,,,,,,
150,Lai da Marmorera,Graubünden,1680,136.95,TRUE,https://en.wikipedia.org///wiki/Lai_da_Marmorera,"[46.5002006, 9.6358745]",TRUE,"Lai da Marmorera is a reservoir in the Grisons, Switzerland. It is part of the Parc Ela nature park.The lake with a surface area of 1.41 km2 (0.54 sq mi) formed after the completion of the Marmorera dam in 1954 when the old village of Marmorera was flooded. The village was rebuilt above the lake. The 2007 Swiss mystery film Marmorera was filmed in Marmorera and at the dam reservoir.The lake is flanked on one side by the route of the Julier Pass.",reservoir,2.6 km (1.6 mi),,65 m (213 ft),,,,,,,,
151,Oberstockensee,Bern,1665,11.8,TRUE,https://en.wikipedia.org///wiki/Oberstockensee,"[46.6873999, 7.520420000000001]",FALSE,"Oberstockensee is a small lake in the Canton of Bern, Switzerland. Its surface area is 11.8 ha (29 acres). The lake is located above the village of Erlenbach im Simmental, below Stockhorn.During the 19th and 20th centuries, the ""Oberstockensee"" was often called the Vorderstockensee and/or Spetbaerglisee. Local residents still refer to it as the ""Spetbaerglisee.""  Vorderstocken and Spetbaergli are the two alpine meadows that are on opposite sides of the lake.Five people drowned in the ""Oberstockensee"" in a tragic accident on Sunday, 1 August 1869 (the Swiss national ""Independence Day"" holiday) on Mt. Stockhorn: • Johann Gottfried Batzli (1830-1869), the president of the Erlenbach im Simmental Community Council, who only shortly before had been the miller and baker at the lower mill on the ""Wildenbach"" creek in the village and was long remembered because of his winning personality and his friendly, gentle voice • Johannes Batzli (1862-1869), the seven-year-old orphaned son of a first cousin of the community council president • Rudolf Jutzeler (1853-1869), a sixteen-year-old godson of Susanna Katharina Buehler Zurbruegg (1800-1859), the mother-in-law of Johann Gottfried Batzli• David Sulzener Jr. (1851-1869), an eighteen-year-old hired hand working for the Batzli brothers on the ""Hinterstocken"" alpine pasture• Samuel Tschabold (1853-1869), the sixteen-year-old son of Jakob Tschabold Jr. (b. 1806), who had been working with his father on the ""Spetbaergli"" alpine pasture.Although hardly any specific details are known that caused the deathly course of events, oral history reports agree that the little boat set out on the east side of the lake below the ""Oberstocken"" alpine pasture heading for the herdsmen′s little hut on the ""Spetbaergli"" pastures on the west side of the lake.Susanna Katharina Zurbruegg Batzli (1829-1901), who had been with her husband on the ""Hinterstocken"" alpine pasture chose not to accompany the men in their little boat. Picking wild flowers as she walked along the rocky narrow pathway (locally known as ""the evil footpath""), she even heard her husband call to her that it was a pity that she had not joined them on the lovely boat-ride.Not long thereafter, the community council president′s wife saw the overturned boat and young Johannes′ straw hat on the little lake only a short distance from their destination. Those sparse facts support the presumption that the boy′s hat had fallen into the water. When he leaned over the edge of the boat to try and fetch his hat, some of the men tried to deter him. The boat lost its equilibrium and quickly overturned. That assumption seemed valid, particularly when amended with the fact that five persons simply overloaded such a small rowing boat.Upon learning of the tragedy, Erlenbach Pastor Ludwig Wilhelm Bernhard Huerner (1827-1903) and village schoolmaster  Saegesser immediately hiked up the mountain to the site of the accident. On Monday gunsmith Johann Jakob Rieder II (1823-1875) joined with them to dredge the lake in search of the bodies. While Huerner and Saegesser rowed the boat, Rieder handled the long rope to which a three-pronged hook resembling a small anchor was attached. It was a taxing ordeal for the three of them as they went back and forth over the area which Jakob Tschabold pointed out as being the actual scene of the accident. After a lengthy search, they found one corpse and then another, until the last body was finally recovered on Thursday.On Saturday, 7 August 1869, the Reverend Huerner presided over the moving funeral service in Erlenbach i.S. for the five persons. The pastor personally chiseled the five names on the commemorative gravestone near the entrance of the Erlenbach churchyard.The name of Adele Batzli (1898-1999) – a grandniece of Erlenbach Community Council president Johann Gottfried Batzli – appears at the bottom of the gravestone below the names of the five persons who drowned. She donated money to keep up the grave in the churchyard and was therefore allowed to also be buried there and have her name added to the marker.The surnames Batzli and Jutzeler were spelled on the commemorative gravestone without the letter ""t"" in their names, a variation typical of the local Bernese dialect in the Simmental valley. However, two distinct errors remain inexplicable:• The seven-year-old boy who drowned was named Johannes Batzli and not Johann Friedrich (""Joh. Frd. "") as chiseled on the gravestone. Johann Friedrich Batzli Sr., referenced above as ""a first cousin of the community council president,"" was the father of the boy. Little Johannes′ elder brother was Johann Friedrich Batzli Jr. (b. 1860). In the Daerstetten Citizens′ Registers he is recorded as having renounced his Swiss citizenship upon becoming naturalized in ""Jefferson"" in the USA in 1892.• According to the Daerstetten Christening Register (1843–75), Rudolf Jutzeler′s correct date of birth is 29 March 1853.",natural,,,15.3 m (50 ft),,,,,,,,
152,Triftsee,Bern,1640,21.7,TRUE,https://en.wikipedia.org///wiki/Triftsee,"[46.690105, 8.359143]",TRUE,"The Triftsee is a lake in the Urner Alps near Gadmen in the canton of Berne, Switzerland. It was formed recently (after 2001) by the melting of the lower part of Trift Glacier.",,,,,,,,,,,,
153,Hüfisee,Uri,1636,5.75,FALSE,,"[46.80466730000001, 8.8095078]",TRUE,,,,,,,,,,,,,
154,Lac de Lovenex,Valais,1632,4.81,TRUE,https://en.wikipedia.org///wiki/Lac_de_Lovenex,"[46.3530796, 6.790415599999999]",FALSE,"Lac de Lovenex is a lake in the municipality of St-Gingolph, Valais, Switzerland. It is located an elevation of 1632 m below Mont Gardy. The lake's surface area is 4.7 hectares (12 acres).",,,,,,,,,,,,
155,Lai da Ova Spin,Graubünden,1630,35.12,TRUE,https://en.wikipedia.org///wiki/Lai_da_Ova_Spin,"[46.6716325, 10.1566115]",FALSE,"Lai da Ova Spin is a compensation reservoir on the Spöl river at Zernez, Grisons, Switzerland. Its volume is 7.4 mio m³ and surface area 34 ha (84 acres).The arch dam Ova Spin was completed in 1968 and has a height of 73 m.",reservoir,,,,"7.4 million cubic metres (6,000 acre⋅ft)",,,,,,,
156,Garichtisee,Glarus,1622,15.3,TRUE,https://en.wikipedia.org///wiki/Garichtisee,"[46.9578, 9.098329999999999]",FALSE,"Garichtisee is a reservoir on Mettmenalp above Schwanden in the Canton of Glarus, Switzerland. The lake's surface area is 16 ha (40 acres).",reservoir,,,,,,,,,,,
157,Grosssee,St. Gallen,1618,4.52,FALSE,,"[47.078927, 9.247360]",TRUE,,,,,,,,,,,,,
158,Lago di Luzzone,Ticino,1606,140.14,TRUE,https://en.wikipedia.org///wiki/Lago_di_Luzzone,"[46.5685818, 8.977421900000001]",TRUE,"Lago di Luzzone is a reservoir in Ticino, Switzerland. The reservoir has a volume of 108 million m³ and a surface area of 1.27 km2 (0.49 sq mi). It is located in the upper Blenio valley, in the municipalities of Ghirone and Aquila.The reservoir lies at a height of 1,606 metres above sea level and is surrounded by peaks of over 3,000 metres. The highest is Piz Terri (3,149 m), on the north-east side of the lake, followed by the Plattenberg (3,041 m), on the east side. The Torrone di Nav (2,832 m) overlooks the lake from the south side, while Pizzo Pianca (2,377 m) overlooks the lake from the north side.The arch dam Luzzone was completed in 1963. In the years 1997–1998, its height was increased by 17 m. The dam is frequently used by the popular YouTube channel How Ridiculous to perform drop tests, and a Top Gear episode showed an occupied car doing a bungee jump.One wall of the dam currently features the world's highest artificial climbing wall. A German manufacturer of climbing holds installed a line of over 650 artificial holds and bolts. The course covers a vertical distance of 165 meters, going from the base of the dam to the top. The climb must be done as a sport climb, in multiple pitches. Furthermore, the lowest holds were placed several meters above the ground to deter casual visitors from climbing on them.",,,,181 m (594 ft),,,,,,,,
159,Stausee Isel,Graubünden,1606,8.49,FALSE,,"[46.77947280000001, 9.693591699999999]",TRUE,,,,,,,,,,,,,
160,Lago d'Isola,Graubünden,1604,36.33,TRUE,https://en.wikipedia.org///wiki/Lago_d%27Isola,"[46.4505376, 9.1875564]",TRUE,"Lago d'Isola is a reservoir at San Bernardino, Grisons, Switzerland. The reservoir's surface area is 39 ha (96 acres).",reservoir,,,39 m (128 ft),,,,,,,,
161,Hinterstockensee,Bern,1595,7.93,TRUE,https://en.wikipedia.org///wiki/Hinterstockensee,"[46.6851225, 7.540919199999999]",FALSE,"Hinterstockensee is a lake above Erlenbach im Simmental in the Canton of Berne, Switzerland. The lake is located at an elevation of 1595 m, below Stockhorn (2190 m) and near Oberstockensee (1665 m).In the lake is a 100-metre long (330 ft) island.",,,,18 m (59 ft),,,,,,,,
162,Bannalpsee,Nidwalden,1586,15.76,TRUE,https://en.wikipedia.org///wiki/Bannalpsee,"[46.8682335, 8.429250800000002]",TRUE,"Bannalpsee is a reservoir in the municipality of Wolfenschiessen in the Swiss canton of Nidwalden.The reservoir's surface area is 16 hectares (40 acres). The construction of the reservoir was decided in 1934 and completed in 1937. The reservoir is operated by Elektrizitätswerk Nidwalden.The lake can be reached by a cable car from Oberrickenbach, which in turn is linked by post bus service to Wolfenschiessen station on the Luzern–Stans–Engelberg railway line.",reservoir,,,,"1.7 million cubic metres (1,400 acre⋅ft)",,,,,,,
163,Oeschinensee,Bern,1578,114.7,TRUE,https://en.wikipedia.org///wiki/Oeschinen_Lake,"[46.4989089, 7.7291063]",TRUE,"Oeschinen Lake (German: Oeschinensee) is a lake in the Bernese Oberland, Switzerland, 4 kilometres (2.5 mi) east of Kandersteg in the Oeschinen valley. At an elevation of 1,578 metres (5,177 ft), it has a surface area of 1.1147 square kilometres (0.4304 sq mi). Its maximum depth is 56 metres (184 ft).The lake was created by a giant landslide and is fed through a series of mountain creeks and drains underground. The water then resurfaces as the Oeschibach. Part of it is captured for electricity production and as water supply for Kandersteg.In observations from 1931 to 1965, the elevation of the lake surface varied between 1,566.09 metres (5,138.1 ft) and 1,581.9 metres (5,190 ft). The average seasonal variation was 12.2 metres (40 ft) (September/April).The lake is generally frozen during five months, from December to May. From time to time ice skating is possible on the ice.Fish in the lake include Arctic char (Seesaibling), lake trout (Kanadische Seeforelle), rainbow trout (Regenbogenforelle). From January to March, ice fishing is popular.A gondola lift from Kandersteg leads to Oeschinen, 25 minutes by foot from the lake.Since 2007 the lake is part of the Jungfrau-Aletsch-Bietschhorn UNESCO World Heritage Site.As of summer 2021, a circumnavigation of Lake Oeschinen is not possible. The reason for this is the danger of an imminent rockfall on the south shore, which is why paths are closed there.","oligotrophic, holomictic",1.6 km (0.99 mi),1 km (0.62 mi),56 m (184 ft),,Kandersteg,09.10.21,1580,"9,07","107,8","11,4461","9,24"
164,Lake Davos,Graubünden,1560,57.21,TRUE,https://en.wikipedia.org///wiki/Lake_Davos,"[46.8198622, 9.8531743]",FALSE,"Lake Davos (German: Davosersee) is a small natural lake at Davos, Switzerland. Its surface area is 0.59 km² and the maximum depth is 54 m. Fed by sources of the Rhine, Flüelabach and Totalpbach, among other mountain creeks, the lake is used as a hydropower reservoir; its water no longer flows to the river Landwasser but is channeled into the river Landquart at Klosters.",natural lake,1.5 km (0.93 mi),0.5 km (0.31 mi),54 m (177 ft),,,,,,,,
165,Arnensee,Bern,1542,44.99,TRUE,https://en.wikipedia.org///wiki/Arnensee,"[46.3891667, 7.217499999999999]",FALSE,"Arnensee (French: Lac d'Arnon) is a lake in Canton of Berne, Switzerland. The lake in the municipality of Gsteig is used as a reservoir by Romande Energie. The dam was built in 1942. Its volume is 10.5 mio m³ and surface area 0.456 km².",reservoir,1.5 km (0.93 mi),,50 m (160 ft),"10.5 million cubic metres (8,500 acre⋅ft)",,,,,,,
166,Hinterburgsee,Bern,1516,4.5,TRUE,https://en.wikipedia.org///wiki/Hinterburgsee,"[46.718056, 8.067222]",FALSE,"Hinterburgsee (or Hinterburgseeli) is a lake in the Canton of Berne, Switzerland. Its surface area is 5 ha (12 acres).",,,,11 m (36 ft),,,,,,,,
167,Heidsee,Graubünden,1484,26.13,TRUE,https://en.wikipedia.org///wiki/Heidsee,"[46.7403206, 9.550651799999999]",TRUE,"Heidsee (Romansh: Igl Lai) is a lake at Lenzerheide, Grisons, Switzerland. Its surface area is 0.41 km2 (0.16 sq mi).It lies at the foot of the Parpaner Rothorn.",,,,,,,,,,,,
168,Lac de Champex,Valais,1466,11.23,TRUE,https://en.wikipedia.org///wiki/Lac_de_Champex,"[46.0278595, 7.116504399999999]",TRUE,"Lac de Champex is a lake in Valais, Switzerland. Its surface area is 11 ha (27 acres). On the shores lies the village of Champex.",,,,,,,,,,,,
169,Lago del Sambuco,Ticino,1461,110.91,TRUE,https://en.wikipedia.org///wiki/Lago_del_Sambuco,"[46.4665048, 8.646331499999999]",TRUE,"Lago del Sambuco is a reservoir above Fusio, in the municipality of Lavizzara, Ticino, Switzerland. Its surface area is 1.11 km². The dam of Sambuco on the Maggia River was completed in 1956. Its maximum height is 130 m and length 363 m.",reservoir,3 km (1.9 mi),,124 m (407 ft),"775,000 m3 (628 acre⋅ft)",,,,,,,
170,Lag da Pigniu,Graubünden,1450,39,TRUE,https://en.wikipedia.org///wiki/Lag_da_Pigniu,"[46.8304463, 9.1028632]",TRUE,"Lag da Pigniu (or Panixer Stausee) is a reservoir above Pigniu (Panix) in the Grisons, Switzerland. The 53 m gravity dam was completed in 1989. It is operated by Kraftwerke Ilanz AG.",reservoir,,,42 m (138 ft),,,,,,,,
171,Lac de Derborence,Valais,1449,4.32,TRUE,https://en.wikipedia.org///wiki/Lac_de_Derborence,"[46.2793244, 7.2172313]",FALSE,"Lac de Derborence is a mountain lake in the municipality of Conthey, Valais, Switzerland, located near the hamlet of Derborence. It was formed after rockfalls on 24 September 1714 and 23 June 1749. In 1749, an estimated 50 million m3 of rocks blocked the course of the Derbonne river and led to the formation of the lake.",,,,,,,,,,,,
172,Fälensee,Appenzell Innerrhoden,1446,14.57,TRUE,https://en.wikipedia.org///wiki/F%C3%A4lensee,"[47.2511404, 9.4173218]",FALSE,"Fälensee (or Fählensee) is a lake in the Alpstein range of the canton of Appenzell Innerrhoden, Switzerland. At an elevation of 1446 m, the surface area is 0.12 km2. It is located in a narrow valley between Hundsteingrat and Roslen-Saxer First.",,1 km (0.62 mi),0.3 km (0.19 mi),,,,,,,,,
173,Stausee Gibidum,Valais,1436,20.45,TRUE,https://en.wikipedia.org///wiki/Stausee_Gibidum,"[46.3751732, 8.0032868]",TRUE,"Stausee Gibidum (Gibidum reservoir or ""Stausee Gebidem"") is a reservoir in the canton of Valais, Switzerland. Its surface area is 0.21 km², shared by the municipalities of Naters and Riederalp.The construction of Gebidem dam was started in 1964 and completed by 1967. The arch dam has an elevation of 122 m and a crest length of 327 m.",reservoir,,,104 m (341 ft),9.2×10^6 m3 (320×10^6 cu ft),,,,,,,
174,Etang de la Moubra,Valais,1425,5.08,TRUE,https://en.wikipedia.org///wiki/Etang_de_la_Moubra,"[46.3042723, 7.478260000000001]",TRUE,"Etang de la Moubra or Lac de la Moubra is a lake at Montana in the canton of Valais, Switzerland. Located at an elevation of 1424 m, its surface area is 5 ha.",artificial lake,,,,,,,,,,,
175,Spaneggsee,Glarus,1425,4.81,TRUE,https://en.wikipedia.org///wiki/Spaneggsee,"[47.07477100000001, 9.130379399999999]",FALSE,"Spaneggsee is a lake in Filzbach, Glarus, Switzerland. Its surface area is 4.7 ha (12 acres).",,,,,,,,,,,,
176,Oberblegisee,Glarus,1422,16.63,TRUE,https://en.wikipedia.org///wiki/Oberblegisee,"[46.9796055, 9.0136038]",TRUE,"Oberblegisee is a lake in the Canton of Glarus, Switzerland. It is located at an elevation of 1,422 metres (4,665 ft), above the village of Luchsingen and below the peaks of Glärnisch. Its surface area is 0.17 square kilometres (0.066 sq mi).",,,,,,,,,,,,
177,Golzernsee,Uri,1409,6.1,TRUE,https://en.wikipedia.org///wiki/Golzernsee,"[46.7759035, 8.7398027]",FALSE,"Golzerensee (some times Golzernsee) is a lake at Golzeren (also Golzern) in the Canton of Uri, Switzerland. Its surface area is 5.7 ha (14 acres). Golzeren is located in the Maderanertal and can be reached by cable car from Bristen (municipality of Silenen). The lake is a popular fishing location. Species include brown trout, rainbow trout, and perch.",,,,,,,,,,,,
178,Lac de Taney,Valais,1408,15.8,TRUE,https://en.wikipedia.org///wiki/Lac_de_Taney,"[46.3460125, 6.8432074]",TRUE,"Lac de Taney (or Lac de Tanay) is a lake in Valais, Switzerland. Its surface area is 17 ha (42 acres).The lake can be reached from Vouvry via the locality of Miex and then crossing the Col de Tanay.To the northwest, the lake is dominated by Le Grammont and Les Jumelles.The lake is part of the Rhone drainage basin.The surrounding area is part of the Swiss Federal Inventory of Landscapes and Natural Monuments",,,,,,,,,,,,
179,Waldisee,Schwyz,1406,5.31,TRUE,https://en.wikipedia.org///wiki/Waldisee,"[46.911658, 8.840568]",TRUE,"The Waldisee (or Waldiseeli) is a mountain lake, located south of Bisisthal, in the municipality of Muotathal, canton of Schwyz. It lies at a height of 1,406 metres, at the foot of the Alpler Stock. It has a maximum length of 420 metres.",,,,,,,,,,,,
180,Sufnersee,Graubünden,1401,82.31,TRUE,https://en.wikipedia.org///wiki/Sufnersee,"[46.56605649999999, 9.3673486]",TRUE,"Sufnersee is a reservoir between Splügen and Sufers on the Hinterrhein river in the Grisons, Switzerland. The dam Sufers was built 1962. The reservoir has a volume of 17.5 million m³ and its surface area is 0.90 km².",reservoir,2.2 km (1.4 mi),,51 m (167 ft),"17.5 million cubic metres (14,200 acre⋅ft)",,,,,,,
181,Lac de Godey,Valais,1401,4.9,FALSE,,"[46.289380, 7.238165]",TRUE,,,,,,,,,,,,,
182,Lauenensee,Bern,1381,8.77,TRUE,https://en.wikipedia.org///wiki/Lauenensee,"[46.39518640000001, 7.332724]",FALSE,"Lauenensee (or Lake Lauenen) are two lakes near Lauenen in the Canton of Berne, Switzerland. At an elevation of 1381 m, their surface area is 0.1 km²: the larger lake has a surface of 8.8 ha, the smaller one of 1.3 ha.The Swiss rock band Span published in 1982 the song ""Louenesee"" (Lake Lauenen in Berense German) about the lake.",,,,3.5 m (11 ft),,,,,,,,
183,Arnisee,Uri,1370,4.64,TRUE,https://en.wikipedia.org///wiki/Arnisee,"[46.77168469999999, 8.643372099999999]",TRUE,"Arnisee is a reservoir in the Canton of Uri, Switzerland. It can be reached by gondola lift from Amsteg and Intschi.",reservoir,,,,,,,,,,,
